id,amount,renewal_rate,network_centrality,relationship_type,historical_delay_days,duration,event
80fd1c1e-547d-4436-ae2a-05fa3a10c639,12956184.85,16.0,0.206,poc,0.0,19.3,0
adae3e81-dd35-4b2a-aa21-ab4f4f02ff55,1736962.37,42.5,0.281,poc,18.9,45.3,1
50f315e6-0d0a-466e-b451-7599cabdd8cb,11361782.16,74.9,0.27,recurring,9.2,14.8,1
2385da9b-29be-41b6-b007-a906c041dc08,5433984.87,87.0,0.587,contract,3.2,33.9,1
3934e3e5-2fd4-4a39-bd73-25393c506b39,6926144.09,64.4,0.192,contract,13.1,34.5,0
89ca71c3-de9f-4e91-9613-0213151c8fe7,2591353.96,53.4,0.28,poc,28.7,30.6,1
9058d35b-e099-4cdb-bfe5-679dca21f93f,2770949.11,31.9,0.097,poc,7.1,33.3,0
83ec671d-e165-47d9-b6f4-bb5b06e557cf,12413931.29,63.5,0.464,contract,19.6,31.0,1
53e20b95-165c-4056-a524-609d57268d80,5238563.55,55.5,0.327,contract,1.5,43.5,1
4e01d2e0-d7e8-4470-a27a-c2ee096fbd38,14067686.18,40.3,0.223,poc,11.5,48.1,1
b21ff521-3d54-41f4-94a2-91eae70c4f4e,4633236.45,56.2,0.58,contract,12.5,25.8,1
01e7720a-67a8-4ea3-9ac0-93afad7d4d7d,6931610.19,100.0,0.277,contract,0.0,7.3,1
2b7fba9a-a8d4-42bf-8557-66015b5ad6f9,2979430.15,69.8,0.076,contract,0.4,24.4,1
eb91b8df-edf4-48a5-8938-cb61b947e520,6342034.45,69.7,0.661,contract,22.1,30.3,0
7200301b-f6e6-49c9-a0c0-99acf032f797,3231539.12,9.2,0.227,poc,15.6,39.1,0
7b8bca9c-48bf-47b2-a976-a24a64f5d173,4777314.14,41.7,0.21,poc,13.9,26.1,1
cbd5845d-8e29-47d7-bcda-61cf619d6e9a,4017477.71,40.4,0.337,poc,31.3,31.1,1
861c8dbf-81eb-490b-b24d-505e08f7874e,4469849.78,67.6,0.84,recurring,8.8,16.0,0
f4cc66b7-7d5c-46b9-add9-d6f09f072bb4,12543956.77,80.5,0.275,recurring,0.0,20.6,0
4617bb91-cf48-4c99-b201-932198f45e57,12244237.72,68.1,0.272,contract,0.0,33.0,1
178eaf82-c84a-4dfd-8e52-ebb8e4b16a12,3348947.03,48.2,0.365,poc,19.2,33.5,1
57a90545-dfa6-4a39-9959-535b11d10985,1195848.82,60.9,0.259,contract,0.9,33.2,0
1157e04e-b4b2-4b58-8cc7-c289696d463a,5454756.11,58.5,0.174,poc,10.4,32.1,0
a659e24c-3e4a-4be3-9004-d11c537c075f,2521620.73,44.2,0.783,contract,0.0,21.5,0
6e0c7001-2bf5-4a28-a776-e091ae5b53e4,33241834.01,85.4,0.351,recurring,0.0,21.6,1
f7e6edec-6678-4408-8df4-f32509d04abe,2382885.24,31.7,0.085,poc,3.0,31.2,1
9a5c2dc6-f554-421e-a5fe-7eb2c47d1773,4551264.1,100.0,0.352,recurring,0.9,28.4,1
55aff4ac-c10e-4d16-a3ea-c3a981a88ba1,5843146.89,32.9,0.548,poc,28.2,32.2,1
1e4f9473-32d3-4a41-ab65-7855c4027ab5,8738347.91,39.1,0.388,poc,20.1,41.2,1
cc695696-d842-446d-bc93-8a195edb7d2b,1339570.46,94.5,0.717,recurring,1.1,8.2,1
57e138d6-3145-4d43-829b-42018a984562,3605924.09,18.7,0.499,poc,14.4,40.7,1
3c38f623-f2fb-4fa4-bf20-be6d43c061ef,12274692.96,25.1,0.165,poc,17.5,25.0,0
943d18aa-1fbf-47c3-a9c3-faf724f65657,15383927.84,90.7,0.314,recurring,0.0,26.0,1
ffe911ff-c5fd-4ce3-abf1-aee4a1857e5f,9848276.55,69.9,0.234,contract,10.4,17.0,1
294a244f-bdb9-4e5c-ab06-e49835be7bd3,2190012.93,64.2,0.122,contract,4.1,45.4,1
53793420-b2aa-4091-a852-d90582b5fec8,2079111.37,39.4,0.412,poc,23.6,45.3,0
33d05451-3bcb-4702-acd4-cf8ca3e8bda9,7135444.56,46.6,0.276,poc,34.1,21.6,0
8c4370bc-b3f4-4f8f-9668-93f5c204bf6d,15071192.1,46.6,0.052,contract,13.2,40.1,1
3015e71c-1a2d-483f-9c1c-55d4c7cc6ced,4204014.33,76.1,0.321,contract,7.7,14.1,0
58922a2c-b188-4964-88f3-f383690e7f8a,10826501.39,72.9,0.329,contract,20.5,35.9,0
c76289fd-f550-4714-8e39-670310a54f1b,7709745.97,100.0,0.711,recurring,1.3,29.6,1
b82dd0d4-0077-40ba-99f2-ae73f6b51ad0,5428069.11,15.5,0.38,poc,13.9,28.8,1
6fdc7bc3-d0e3-424e-b81d-2b2406388c5d,7082613.62,80.2,0.458,contract,15.8,5.0,0
b71a62fc-77a7-435e-8e10-21b448f23048,1577843.59,45.1,0.406,poc,13.9,34.1,0
a3e94e75-08ef-45f4-99c4-5c5a9e42440d,5290109.06,51.3,0.436,contract,7.0,34.3,0
cf07183d-777d-41d1-8c08-51c17538a7ee,2093519.26,69.2,0.348,contract,3.8,28.1,1
bba19f09-d6f4-4f53-a855-1bbd44292675,4791705.25,41.1,0.183,poc,24.9,28.4,0
4eb100c4-463d-4a03-8c41-fa666c566b72,3288526.3,68.1,0.548,poc,17.4,19.3,1
7efc45ed-413f-4893-a57a-7200962c7b8c,2358791.39,81.7,0.281,contract,2.8,35.0,1
672f0ea5-5c4b-425a-a03d-ad47320bc14b,12802651.52,72.6,0.186,contract,18.7,20.7,1
66cb6b58-b914-4614-8c0f-4600540c892a,23672508.31,18.0,0.291,poc,16.5,33.3,1
a94194b1-17cd-452b-9828-b676bb3a5008,2730484.65,74.7,0.509,recurring,9.2,26.2,1
0f824219-9cf3-4464-b26e-0e3744800bf9,20127911.52,40.8,0.244,poc,32.0,16.1,0
ebfe79a2-695a-4c5f-a1cc-fbebf1fb75c2,9941248.96,78.1,0.779,recurring,0.0,41.3,1
d070d66d-fa00-47c4-b629-ce5e5b014272,4116687.4,52.4,0.312,poc,27.3,31.5,0
305c2b4e-1943-4a9b-bf3d-decf516d4e94,16997789.96,47.5,0.232,contract,16.9,38.8,1
ad964f88-1ddc-4637-808a-0ce35206ecbf,13083295.82,100.0,0.473,recurring,0.0,27.2,1
8a4855a0-f320-42a1-83cf-734836d0eae3,20935731.11,53.8,0.164,poc,10.2,20.2,1
c20e5833-4f27-4835-8c7b-525996f6d253,21732986.9,58.8,0.046,poc,14.6,23.7,0
cb33d137-d8bb-491f-ad0d-f04a836d28b6,8241235.77,41.3,0.29,poc,17.3,38.1,0
641ce248-eadd-4f11-bc19-2641f3e76dcb,19404865.94,71.6,0.434,contract,21.9,26.3,1
33467e9d-d4d8-4a89-a288-f48f9b62c3e3,2833835.17,52.3,0.36,poc,24.2,24.3,1
c1ec6de4-f1bd-4111-a7ea-362067a707ca,4502584.74,15.2,0.194,poc,21.5,45.2,0
87b732c7-37cb-437b-aded-d9bf8ced9d3c,8529390.56,78.5,0.435,recurring,1.7,38.9,1
304b6ecf-6234-4168-b52c-d64c0382be13,1925470.93,100.0,0.554,recurring,0.0,6.5,1
fcbbcdaa-3bf1-4a8f-b7b0-f87e65a9187c,25749410.11,26.8,0.378,poc,20.1,23.9,1
663c98b4-d241-4d42-ab1f-da2454dbe81d,4236256.14,37.7,0.197,poc,0.0,23.0,1
f5463aba-7096-422a-be27-094e37b8d6ed,11055913.55,52.2,0.207,contract,16.1,20.2,0
e82873b8-ebb8-462e-90e9-4444b6d8bce1,3379608.92,79.9,0.165,contract,3.3,27.9,1
47b8364f-1e09-48b0-814d-52b76c36cbf8,6606682.54,51.2,0.182,contract,0.0,19.4,1
26e61b0f-c993-4200-920f-7759f7f53e76,19662935.72,64.1,0.085,contract,15.4,24.8,1
6bdb6e12-6eab-4d35-8bcc-2cfb635e2f75,5434507.2,66.0,0.657,recurring,0.0,27.8,1
ea50078d-d001-4370-b5c0-ee7981710c6c,2144478.0,57.1,0.234,contract,13.7,36.3,1
3c1805d6-bbd3-48c4-a259-1fb9bc4f3dee,9241568.87,86.4,0.663,recurring,15.5,42.8,0
7e679885-b5bd-4de5-bd67-b1e54c56bd88,9322188.41,65.7,0.667,recurring,5.5,30.1,1
8fe3f574-c653-4bb0-9d68-334b249f80a7,6560008.09,82.7,0.239,contract,15.7,9.2,1
4d705e35-3f54-4524-b0b6-28a1b3ff03cf,4652217.21,77.9,0.738,recurring,12.2,15.2,1
a838e431-272e-43be-b313-b339a32e6a99,2586025.77,100.0,0.489,recurring,5.5,31.8,1
6d6c07ad-14b8-4b82-8ae5-a2cea72a3d33,4728502.47,91.6,0.256,recurring,0.0,23.0,1
cf6227a3-98fa-465f-98ab-5a0817637070,3809726.2,48.3,0.375,poc,19.1,28.4,1
5163742e-f34f-421c-b7fe-36c9c8ad819c,1182537.41,58.4,0.458,poc,18.0,29.8,0
5f899ce8-e54e-4257-98c6-bd7935233c1e,6812411.07,63.2,0.38,contract,4.8,12.1,1
af27a549-95b4-4700-a9d1-5bbeafedac02,5098204.77,64.4,0.126,contract,22.4,25.4,1
79b9cd97-afa4-4f9c-8945-b92e6c712244,4698683.74,100.0,0.626,recurring,0.0,27.3,1
d86c297f-35b4-4446-8324-52d2b7c60416,6595757.97,65.5,0.246,poc,25.0,24.5,1
1cc3005e-4947-4971-aaf4-336c115df363,18532163.62,52.3,0.602,recurring,1.9,29.2,1
a4b2579f-73f1-42bc-b90c-094fa8f650ca,10008072.49,56.6,0.306,contract,8.1,27.3,1
32d9a71a-ece2-451c-a715-70291eaf7392,1984053.97,68.4,0.315,contract,3.4,43.8,1
aaebb850-6c6b-47ac-9360-0306db1e0aa6,8879419.08,57.9,0.378,poc,31.6,9.6,0
f7a98423-1fac-4123-ace3-98724d355bf0,7167755.52,100.0,0.577,recurring,0.0,21.7,1
be8c1d9c-2abb-4cd1-b6f3-4c4ffdf82cca,4673805.55,41.4,0.174,contract,19.2,27.7,0
c431aca2-cf78-4ff5-883e-93e930fecf48,27974943.1,89.4,0.273,recurring,4.6,39.6,1
2fb7cf83-fda9-45df-9107-441aa3d446fa,2864057.1,81.1,0.139,contract,12.2,20.8,0
8067fd2e-5e01-4ce3-958e-286450d17d5b,4111951.4,15.3,0.278,poc,15.7,43.6,1
9c466815-1649-4520-9d04-1f704ccc71d2,1262462.89,36.0,0.317,poc,22.2,28.5,1
32ec0cf2-f79d-43ef-a1da-4a7614228067,7726098.89,16.0,0.379,poc,20.6,39.0,1
a7676347-415f-4a4d-ae5b-2980788b8dba,3936677.92,41.5,0.307,poc,20.3,17.9,1
1a9693f7-589c-4421-93bd-d2071c1cd97f,8691285.72,63.4,0.559,contract,8.2,37.4,1
c9a1e5fb-451d-410b-9758-b4c38bb027f1,3998015.52,100.0,0.671,recurring,14.8,19.3,1
aed870e0-98dc-4766-88d0-e82c027fc09d,26141134.69,67.9,0.075,contract,11.1,37.1,1
58b8bc16-2ca0-41e9-a6f0-f64240969e9c,4700567.97,51.0,0.339,poc,16.0,11.3,1
c8c097fb-1ea2-48c0-b41f-d6cd5c0cb4af,11238166.42,71.9,0.013,contract,22.0,28.1,1
1abf75d1-98b2-4b98-bf2f-fe0bc2f16868,7721749.14,19.2,0.106,poc,28.4,34.4,1
d19304de-c6f1-42a5-8f1e-86a89607a3aa,7045430.64,62.8,0.486,contract,2.1,11.0,0
51071769-f452-438e-b998-a7b6bc2415ec,1772128.89,26.1,0.253,poc,22.5,19.9,0
74016dec-0575-4d34-b7c0-17c5e23a4deb,4731264.43,46.3,0.281,poc,24.1,36.9,0
8fb293c3-007b-43d7-9a83-52cca73d1a5f,6908631.34,43.4,0.226,poc,22.6,42.3,0
0afa2aa1-990f-4043-b7ae-09d537421072,8248914.26,50.0,0.065,poc,18.7,28.6,0
b0d27505-c4b1-46c6-9d0e-e522ce106265,7155104.38,100.0,0.161,contract,7.8,1.0,1
a7ca09ca-573f-4bac-a5ca-34434e2881ae,16428952.8,55.3,0.472,poc,19.6,7.3,1
3c8bc794-d9fb-4e5b-8333-11a4f62ffdfe,3985326.45,78.3,0.269,recurring,16.6,39.1,1
e506e2b2-7ea9-4235-a37b-d0287a4f6b58,4015560.49,64.0,0.081,contract,7.7,44.0,1
39eeae8c-12f2-4a0a-9714-9afafe7e54cb,5691181.36,29.6,0.661,poc,17.8,33.8,1
14789330-5083-41ff-b593-e960bdedaacc,3764743.95,100.0,0.357,recurring,24.0,10.3,1
40036dde-f654-437b-be66-6136c7e206c9,4560480.29,79.6,0.231,contract,24.2,32.9,1
ddcacda6-da26-4059-909b-2bf9f7081c95,12460630.54,48.6,0.095,contract,14.1,27.3,0
968d7e3b-2524-479d-a97a-f45063abd100,4152868.31,69.5,0.076,contract,13.4,29.6,0
afadcffc-eede-4dc6-b81b-b2eef5cd1786,3323460.25,84.6,0.516,recurring,7.4,24.5,0
f2d7227e-93d3-4a4d-a39c-b3dc1324f080,3360521.27,49.4,0.174,contract,0.0,21.0,1
687c0096-52dc-4313-98ce-9009b92e2143,3998363.57,97.2,0.584,recurring,0.0,32.0,1
36915193-9a36-43e7-a747-e47dcfbd94c2,7193350.42,80.2,0.299,contract,26.5,24.2,1
ba3d9c9d-9fb5-4788-9441-316c79a65c80,4035986.97,95.4,0.438,contract,16.0,32.1,0
4b4977b3-1712-49b8-a52e-ef2e5966b9ad,2512068.9,99.2,0.618,recurring,5.7,34.4,1
416c84c5-a973-48a5-a962-ac6750c163f6,1927970.17,73.7,0.594,recurring,0.0,28.4,1
2b9e979f-71c0-419a-ad37-c90e070c4551,2342278.9,54.6,0.071,contract,6.7,34.0,1
f4f16b97-d14e-4d2e-aafa-a538eb9daab9,5298485.87,88.3,0.351,recurring,22.4,29.6,1
63cc7163-9c5d-401f-acf9-e82d806d99d9,4217315.1,62.9,0.168,poc,18.3,32.9,1
6ad42404-15e8-4243-9948-9e96807e34d2,1765858.35,60.2,0.429,poc,25.3,34.3,1
3ebaa4cd-f3d1-40c8-8a4e-801cef9226c5,1529083.31,42.9,0.292,poc,11.7,37.7,1
51f247a1-09fb-4d50-a2e8-3fd0cbf95cb4,17458002.78,54.1,0.492,contract,17.3,18.9,1
80ce2758-739e-4698-a530-4feb42753500,8793163.95,74.7,0.614,recurring,4.0,19.6,0
a176c45f-b0e9-4eb9-88c8-9553b77daf80,3020032.35,33.3,0.246,poc,18.6,28.0,1
69f6af41-10f9-4b6c-96d8-96761e27dfa0,11989575.05,56.5,0.103,poc,14.0,26.6,1
8fb2d488-a7dc-4094-8728-3344e04f3ddc,3903515.06,36.0,0.331,poc,13.8,38.2,0
9aed06cf-89fb-449d-81c9-d6e49ea579a3,2604284.05,40.0,0.548,poc,17.0,30.6,0
2d00284e-e412-420d-92ef-0f3dc6817122,4693006.31,29.3,0.516,poc,14.0,36.6,0
33f5854e-1c1b-4cc6-b0e9-36674e7bfccd,18390542.48,77.6,0.448,contract,19.0,33.6,1
74393ed2-aa8d-4de4-bd1c-dbfdbd434de4,3720381.13,66.4,0.309,contract,0.0,35.8,1
e56c8c2a-8b8a-420d-ae1b-dea878fa98c7,11238732.94,50.5,0.537,contract,7.0,28.1,1
a1019be6-aafa-4858-8397-1f7c7740dfc8,2232496.55,43.4,0.172,contract,24.5,51.2,1
5eef1bfc-b3b9-480c-a9cb-b7c2513cc185,2393268.71,60.7,0.232,contract,12.2,23.3,1
d59c1c25-4024-4adc-8d2b-84bbb3b9e984,13567218.57,100.0,0.52,recurring,0.6,16.4,1
ec092905-4abb-44c8-b30b-89799357af05,2779492.37,52.3,0.136,contract,1.1,15.3,1
2853ebb3-5dce-4225-93d0-62e76ce73181,2895473.12,100.0,0.459,recurring,19.0,24.8,0
6dadba9c-6bd9-442b-9528-82cff611023d,9697260.64,71.0,0.274,contract,8.6,27.5,1
241af967-4ae7-4dbe-a954-be83a61e1f09,4518080.11,27.4,0.322,contract,12.7,28.0,0
6518ba91-d369-4345-bbe3-50edb0b6baab,9006233.0,81.2,0.54,recurring,11.5,12.4,1
8a9f7a0c-bb59-42e7-9c7a-8d0877a93fcf,2746309.25,90.3,0.229,contract,6.5,18.3,1
b428fc16-dc4f-4ff6-932a-3b0814334332,5300103.27,41.0,0.191,poc,26.6,50.4,1
887552bb-64fa-4cb1-a6a7-da4cd45a8bb3,4524142.81,50.8,0.375,contract,6.4,39.5,0
2849b4a8-8f15-4ee7-966a-aa895ece5aef,4813007.18,90.0,0.348,recurring,0.0,17.9,1
c658b2db-49f9-4954-b293-a2c8df3a1a39,3132430.06,38.0,0.219,poc,24.1,18.5,1
3cf4de4d-9379-4d53-997b-1663c62b59d6,5195122.91,69.2,0.6,recurring,0.0,20.5,1
fc30d07e-934d-40aa-b123-ae4c2bce8b69,8685872.03,63.3,0.359,recurring,7.4,11.0,1
02fa5de5-0a6e-49b5-acad-cae9d4d5da20,11316466.62,45.8,0.088,poc,22.0,32.4,1
bcbd41eb-302a-4e7f-9197-d3691281a423,7722551.62,45.1,0.618,poc,33.2,25.4,1
d1f82eef-3d63-40af-b5cb-2130f7565a1f,4228094.44,50.2,0.361,contract,0.0,26.1,0
d70355c0-ab7a-4d36-b13e-9e17b0a92c0a,6564580.19,91.5,0.264,contract,15.6,1.0,1
1a8a4127-7378-4708-9f44-b945139731ef,2195600.36,88.8,0.201,contract,16.3,10.5,0
c2af3b3b-04eb-42f7-9d2b-92e63b5cb8f5,2631634.26,33.2,0.176,contract,21.1,31.2,0
db4634b9-6bee-43cd-9d22-5011707157b2,16613798.6,90.5,0.458,recurring,7.1,26.7,0
10fd2d98-9aad-4737-a110-05feabd1e135,2115936.39,100.0,0.48,recurring,0.9,24.2,1
65fd567f-7bb5-4a36-8c26-54dcaba21955,7108275.73,89.1,0.705,recurring,12.1,26.3,1
d47646ee-a1db-489c-860d-5749e1b9e113,5237696.2,100.0,0.497,recurring,15.7,45.4,1
e5695c43-697d-49dd-95b2-8bbd3067b8b0,7450756.57,83.4,0.483,contract,11.2,11.9,1
983345ad-43ab-472f-9501-d3a439f9080e,9030690.18,83.4,0.648,contract,26.6,6.2,1
8c33b989-0f16-4a8d-9135-71b22b874d29,6236870.8,74.5,0.26,contract,22.8,36.9,1
e34c68b5-40dd-4979-83f3-3466751e2a10,3790714.5,100.0,0.453,recurring,17.6,12.3,0
430719e3-619b-4200-9eb5-5ef89d5183da,2893141.69,43.1,0.508,poc,22.1,26.9,0
5e900bf8-5d8c-4cc9-9ecd-5a7cbd9fc549,13766500.32,46.2,0.101,poc,20.5,44.1,0
222ab28a-f7d4-493d-8344-e10b62585f46,7491523.79,61.7,0.228,contract,11.2,19.6,1
757a19f0-db80-4241-a402-f67f6adbb6be,2029257.08,99.7,0.318,recurring,12.7,27.1,1
dbb20c58-354e-40f5-8170-d841e35fc5f6,8184828.19,22.3,0.018,poc,27.4,42.2,1
a4ad1333-4a61-446d-89ba-cbbb38581548,16375552.1,86.2,0.247,recurring,14.7,15.6,1
aa46e84a-c9d9-4868-a114-bf3329b14706,7464758.63,62.4,0.058,poc,23.5,29.4,0
fa40dabf-60f1-454e-a059-ac7f38343f75,1308258.91,85.9,0.366,contract,22.4,31.7,1
6b5050c9-b88d-4a85-a55a-2f9a100d65c8,1345609.53,99.6,0.338,recurring,11.0,22.2,1
aceffa76-617b-4555-9fce-a51305ff9c14,3872781.27,45.8,0.207,poc,22.3,34.2,1
3e72d696-a7d2-41b3-9438-46b98d4a6025,2597714.28,81.7,0.444,contract,7.4,30.2,1
8801fd45-5906-4e02-893f-2e3e45e00498,22994830.9,46.8,0.191,poc,19.5,17.6,1
2033f163-eb75-43ca-a62a-a1aed91cf481,5561759.0,59.7,0.309,recurring,10.7,22.2,1
780d48a3-4c2e-428f-9952-4cc4c53228e9,4472026.7,17.0,0.241,poc,20.1,35.6,1
0e05e6ba-99fc-4aaa-b452-34f2d80a7e44,5420485.31,44.1,0.22,poc,21.2,35.3,1
898095f0-0058-422b-80b5-35341432b177,3242209.35,66.4,0.264,contract,19.7,20.9,1
217edc54-48a3-4f8d-a8d9-27302b1b348c,7475139.86,81.0,0.573,recurring,16.3,33.7,1
cc09b1ff-49c3-49f9-bd48-aa5d4005a33e,13016287.67,76.2,0.2,contract,16.9,19.4,0
41fd43d5-fa7c-457b-b3f7-44d75c65b0af,20566989.78,44.9,0.161,poc,24.1,29.4,1
0ba34861-1831-446e-bbef-5459bd41436c,4674035.83,68.6,0.357,contract,22.2,19.1,1
2a34ddb4-c54e-474d-992b-3a056a925d4b,10515820.76,20.9,0.71,poc,30.6,41.7,1
96897745-1ecb-4c8a-9df1-0a09b9887b19,5822925.85,71.3,0.602,contract,17.9,22.1,1
b517a4c2-e38d-4680-84aa-d3df8a3e504f,10920972.58,90.6,0.423,recurring,8.2,29.3,1
abaae9a2-1259-43a9-8be2-b464e9247ef3,14497283.08,47.6,0.609,recurring,19.4,18.8,1
ce2a23bf-5f06-4952-af6d-f07493ab2573,3630953.26,29.2,0.253,contract,10.8,31.4,1
fa37b6cc-0957-47db-8e35-8e499e2e89bb,4198537.27,100.0,0.382,recurring,4.0,20.8,1
dbd3b0f9-822d-402c-940f-4c31b4354383,5303776.12,62.9,0.49,contract,5.7,22.7,1
95ad2fa5-1a92-4140-9b97-7127f280dbe7,2480333.78,52.6,0.433,contract,0.0,29.6,1
7fa715c4-5d0d-4d24-9f35-f8b122d861d8,2908339.23,32.0,0.374,poc,17.1,50.7,0
2e11b469-48ba-4eaf-a94e-151f91beee42,4158321.56,55.3,0.102,poc,21.1,39.9,1
c490dff6-e7ea-4c35-b4d0-215b5d75a6df,4111945.39,29.8,0.202,poc,19.1,30.1,1
0b538cac-cfdb-4c5d-bb74-0ce25e1c8608,4000829.39,39.2,0.378,contract,11.9,40.5,1
2363f5e8-699c-4225-86c5-a1f509e9ba27,4311304.86,71.1,0.659,recurring,0.0,9.2,1
6e44ffde-e8c7-4346-894a-75f70f891fc0,2995913.87,28.6,0.192,poc,15.3,32.5,1
ea329841-5488-4ee7-b1b1-f907cd296192,5468356.83,75.3,0.187,poc,22.2,21.6,1
d6065368-945d-48aa-aa62-ee8d3b3200a2,6072282.86,85.3,0.168,recurring,15.7,36.6,1
aa30f32d-ae44-4d0d-9748-bb811b931f35,25082599.82,53.9,0.216,poc,18.6,41.9,1
9377c11f-e7b7-4f18-b068-cd15d74a8e41,12221657.01,91.1,0.812,recurring,0.1,30.0,1
9bd65dd6-b31c-4a32-b46d-1d0d5fd6cc34,4454520.78,28.0,0.253,contract,16.8,29.3,1
7145ffb1-04d2-440c-9358-c0ec3dd69928,3801273.32,31.1,0.075,poc,19.7,31.8,1
0e0b774b-fbd7-44a9-b67a-48b1550b9e31,6780148.87,64.1,0.095,contract,19.1,9.1,1
32ebb0c7-c280-4a75-8507-251575e2b1bc,2755454.34,56.5,0.204,poc,18.0,25.8,0
1fb986b3-d11b-4720-8c63-f1977ca5ee43,10960628.62,71.2,0.531,recurring,1.4,45.0,0
ffa93b92-e3ac-4894-8f82-03b9e7431e9b,3128935.86,84.4,0.348,recurring,0.0,27.5,1
72ba29bd-d2b9-4b68-ab82-2211c0b6a8c0,6156327.4,48.0,0.713,contract,10.3,42.6,1
61953154-a21e-4120-a60e-dd69a9cc720b,4462206.91,43.6,0.061,poc,13.5,27.0,0
b67478b8-2da6-4815-bf5f-50a6d92b925c,4827282.27,68.3,0.386,contract,3.6,34.0,1
346e94f6-4510-4e07-8c46-0fb41fa27ae6,5133611.15,59.5,0.178,contract,15.5,41.3,1
044c06d0-18b0-44cf-9336-1beb074a1833,9726795.69,86.2,0.365,contract,21.6,13.8,1
203d523b-51a4-4de9-9943-7d32b43b78f7,3644837.47,54.7,0.611,contract,5.8,36.8,1
1103d943-1d9c-4882-96c7-5b7f5587bf14,7038689.92,99.3,0.072,contract,10.5,25.5,1
1c119d5b-8c7f-4aaa-922f-33918c66d477,6548095.84,27.8,0.074,contract,4.3,40.5,1
27adeee0-7381-4394-ab00-491d89794a8c,5748808.89,100.0,0.673,recurring,8.0,17.3,1
042ba389-d87a-49cc-81f9-59d66de4d273,5490843.7,95.9,0.354,recurring,0.0,17.5,1
74c404b7-48ba-48f2-9f2c-ef966467f090,7512448.5,62.8,0.049,contract,16.4,18.3,1
b67bbc60-35f6-4c01-94ee-415c15bcfdf0,15492282.24,55.7,0.191,contract,8.9,30.6,0
1cff8b2a-5abe-4dc2-98c0-10f955ec0700,2977253.98,54.9,0.024,contract,10.9,45.5,1
6cebc573-bfff-44cf-9871-cea66eb579b1,4869251.11,58.6,0.121,contract,21.3,27.6,0
2b163337-045a-4c44-852a-915702e31181,1286980.37,65.2,0.47,recurring,8.4,31.2,1
4bd2283b-445e-48a8-8ebe-9282d29dc743,9760556.58,45.6,0.046,poc,5.2,60.1,1
28974a9b-6626-4716-aa03-1a6a60468d08,6994588.08,44.5,0.349,contract,5.3,20.0,1
d3c3d52b-db65-44aa-98e9-7e12b4fb96da,8996787.82,59.5,0.083,contract,12.5,43.7,1
71ff92db-c054-4e6a-91e1-98c5bf6a70f7,11596151.02,93.9,0.466,contract,16.8,26.2,1
